=== SHEET: PopCache (6 rows x 3 cols) ===

SERVICE ITEMS,LEVEL 1,No
SUPPLY ITEMS,LEVEL 2,Yes
,LEVEL 3,
,LEVEL 4,
,LEVEL 5,
,LEVEL 6,

=== SHEET: BneWorkBookProperties (1 rows x 1 cols) ===

"<bne:properties xmlns:bne=""http://www.oracle.com/bne""><item><name>contentsheetcount</name><value>1</value></item><item><name>contentidentifier</name><value>3OV4o2TAZ4</value></item><item><name>contentgroupname</name><value></value></item><item><name>BneWorkBookSequence</name><value>1</value></item></bne:properties>"

=== SHEET: Civil WBS (5012 rows x 42 cols) ===

ITEM TYPE,SERVICE ITEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*PROJECT CODE:,P024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROJECT NAME,2X25MW RCF Trombay Civil E&C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPERATING UNIT,TIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*INVENTORY ORGANIZATION CODE,MTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INVENTORY ORGANIZATION NAME,MPP HO TIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPOSAL ESTIMATION WBS STATUS,FINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECO STATUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*WBS LEVEL 1,WBS LEVEL 5,WBS LEVEL 6,WBS LEVEL 7,WBS LEVEL 8,WBS LEVEL 9,WBS LEVEL 10,ITEM DETAILS,*CBS CODE,*PARENT ITEM CODE,*COMPONENT ITEM CODE,*UNIT OF MEASURE,*PROPOSAL QUANTITY,PROPOSAL RATE,PROPOSAL AMOUNT,*BOM LEVEL,CURRENCY,ITEM DESCRIPTION,*PACKAGE ITEM,ATTRIBUTE_CATEGORY,ATTRIBUTE1,ATTRIBUTE2,ATTRIBUTE3,ATTRIBUTE4,ATTRIBUTE5,ATTRIBUTE6,ATTRIBUTE7,ATTRIBUTE8,ATTRIBUTE9,ATTRIBUTE10,DELETE FLAG,CREATED_BY,CREATION DATE,LAST_UPDATED_BY,LAST UPDATE DATE,LAST_UPDATE_LOGIN,CREATED BY NAME,LAST UPDATED BY NAME,LINE_ID,,,Messages
CIVIL,Boiler MCC Room,M30 - above Plinth,,,,,,CON42,IJ245HBL0T,VZBB1STCR4,CUM,719.91,,,LEVEL 3,INR,M30 grade for Any Structure above Plinth level upto 20.00 M elevation from Plinth level,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356719,,,
CIVIL,Boiler MCC Room,"Febrication & errection Inserts including weight of lugs, plates and fixtures.",,,,,,CON42,IJ245HBL0T,VZB52MISIP,MT,3.72,,,LEVEL 3,INR,Fabrication and Fixing MS metal inserts in concrete structures - materials issued free of cost,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356720,,,
CIVIL,Boiler MCC Room,"Supplying, mixing and grouting with ready mix non-shrink grout having charecterisic strength of 40 N/mm2 manufactured by the Sika, CONBEXTRA-GP1 / GP2, or equivalent, including Chipping off loose material by approved means prior to grouting, cleaning with compressed air, wetting the surfaces for several hours, removing of excess accumulated water, shuttering the edges, curing, etc., strictly as per manufacturer’s instructions, specifications, drawings and under expert supervision to the satisfaction of the Engineer-in- charge.",,,,,,CON42,IJ245HBL0T,VZB88GRTSG,CUM,0.11,,,LEVEL 3,INR,"Supplying, mixing and grouting with ready mix non-shrink grout",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356721,,,
CIVIL,Boiler MCC Room,Fixing & Positioning of reinforcement in all depth & Elivation,,,,,,CON43,IJ245HBL0T,NI00035779,MT,98.58,,,LEVEL 3,INR,"Fixing in position the following reinforcement steel of all diameters for RCC work including supply of epoxy coated 18 SWG binding wire ,cover block,unloading &supply & application of paint in cut edge.",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356722,,,
CIVIL,Boiler MCC Room,Plywood Shuttering - Upto Plinth,,,,,,CON44,IJ245HBL0T,VZD02PLYL0,SQM,362.08,,,LEVEL 3,INR,"Supplying, installing, dismantling and removing (after specific period) leakproof plywood type form work upto plinth level for STG building and other RCC structures exluding STG Deck, ACC, Aux. Cooling Tower, Ash Silo",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356723,,,
CIVIL,Boiler MCC Room,Plywood Shuttering - Above Plinth,,,,,,CON44,IJ245HBL0T,NI07899691,SQM,4308.22,,,LEVEL 3,INR,Plywood Shuttering - Above Plinth,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356724,,,
CIVIL,Boiler MCC Room,"Supplying and fixing in position at all elevations 1100 mm high handrailing including but not limited to  -40mm nominal diameter, medium duty (3.61 Kg/m) M.S.  - Tubes  for vertical post,32 NB Pipe for Top rail ,25 NB pipe for Nid rail conforming to IS:1161 as verticle poles at 1.5 m centres maximum, top rail and mid rails including  - MS toe guard (100 wide x 6mm thick),  - cutting to required length, welding, jointing with necessary fixtures, including two coats of red oxide painting with two coats of synthetic enamel painting as per specifications and drawings.  However, steel for  item like toe guard etc. will be issued and paid as per item 3.1 above.  Notes : 1. Rate shall be running metre of handrail incase fixed on RCC after casting or structural steel member seperately after erection. 2. Incase handrail is fixed on structural member before erection, handrail shall be measured and paid on weight basis and not on running metre basis.",,,,,,CON45,IJ245HBL0T,NI00036986,MTR,371.68,,,LEVEL 3,INR,"Supplying and fixing in position at all elevations 1100 mm high handrailing including but not limited to 40mm nominal diameter, medium duty (3.61 Kg/m) M.S.",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356725,,,
CIVIL,Boiler MCC Room,"Supplying and laying in position  brick masonry works at all depths and Elevations using bricks of cruching strength of minimum 55 kg/mm2 in cement sand mortar 1:6 including watering, scaffolding, staging, mixing mortar, laying bricks, finishing the joints, raking of joints, curing etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge. For thickness 300mm",,,,,,CON46,IJ245HBL0T,NI00036987,CUM,822.21,,,LEVEL 3,INR,Supplying and laying in position  brick masonry works at all depths and Elevations using bricks of cruching strength of minimum 55 kg/mm2 in cement sand mortar 1:6,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356726,,,
CIVIL,Boiler MCC Room,"Supplying and laying in position  brick masonry works at all depths and Elevations using bricks of cruching strength of minimum 55 kg/mm2 in cement sand mortar 1:6 including watering, scaffolding, staging, mixing mortar, laying bricks, finishing the joints, raking of joints, curing etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge. for thickness375mm",,,,,,CON46,IJ245HBL0T,NI07899976,CUM,91.91,,,LEVEL 3,INR,Supplying and laying in position  375 mm th brick masonry works at all depths and Elevations using bricks of cruching strength of minimum 55 kg/mm2,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356727,,,
CIVIL,Boiler MCC Room,"Supplying and plastering 20mm thick sand faced cement plaster in two (2) layers on external surfaces of walls/concrete at all elevations, first layer 12mm thick  in cement mortar 1:5 and second layer 6mm thick in cement mortar 1:4 including hacking the surfaces, scaffolding, curing, necessary drip moulds, fillets, grooves, making the openings if required, making good the opening areas in line and level, providing and installing temperory arrangements such as tarpaulin to protect equipments from damage, etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON46,IJ245HBL0T,VZF71PLE20,SQM,1658.96,,,LEVEL 3,INR,Supplying and plastering 20mm thick sand faced cement plaster,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356728,,,
CIVIL,Boiler MCC Room,"Supplying and applying 12mm thick  plaster to internal surfaces of walls/concrete in two layers base coat in cement mortor 1:4 and finish coat of 2 mm thick to all internal surfaces at all levels including hacking the surfaces, scaffolding, curing, necessary drip moulds, fillets, grooves, making the openings if required, making good the opening areas in line and level , staging, scaffolding, roughening finishing the surfaces, Supplying and installing temperory arrangements such as tarpaulin to protect equipments from damage,  etc., all complete as per specifications, drawings and as directed by Engineer-in-charge.",,,,,,CON46,IJ245HBL0T,VZF74PLW12,SQM,1941.36,,,LEVEL 3,INR,Supplying and plastering 12mm thick with cement,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356729,,,
CIVIL,Boiler MCC Room,"Supplying and plastering 6mm thick ceiling plastering in cement mortar 1:4 for ceiling including standard smooth finish at all elevations, hacking the surfaces, scaffolding, curing, providing and installing temperory arrangements such as tarpaulin to protect equipments from damage, etc., all complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON46,IJ245HBL0T,VZF72PLC6T,SQM,13.54,,,LEVEL 3,INR,Supplying and plastering 6mm thick ceiling plastering,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356730,,,
CIVIL,Boiler MCC Room,"Supplying and providing screed layer in trenches, pits and other places at all elevations, average thickness 50mm in 1:2:4 (1 Cement: 2 Sand : 4  aggregate 6mm) including mixing, laying to slope, finishing, curing etc., with all materials complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON46,IJ245HBL0T,VZF83SRDHX,SQM,619.03,,,LEVEL 3,INR,Supplying and providing screed layer in trenches,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356731,,,
CIVIL,Boiler MCC Room,"Supplying and painting the external surfaces with prime coat and two or more finish coats of approved exterior Acrylic emulsion paint (Snowcem) conforming to IS:5411 Part 2 of approved colour with an interval of 24 hours between successive coats including scaffolding, preparation of surfaces, curing, providing and installing temperory arrangements such as tarpaulin to protect equipments from damage, etc., complete at all levels to give an even shade as per specifications, drawings and as directed by the Engineer-in-Charge.",,,,,,CON47,IJ245HBL0T,VZG04SNACP,SQM,1658.96,,,LEVEL 3,INR,Supplying and painting the external surfaces with prime coat and two or more finish coats of approved exterior cement paint,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356732,,,
CIVIL,Boiler MCC Room,,,,,,,CON47,IJ245HBL0T,VZG06SNAOB,SQM,2176.37,,,LEVEL 3,INR,"Supplying and painting the internal plaster surfaces of walls, ceilings at various elevations with two or more coats of oil bound distemper",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356733,,,
CIVIL,Boiler MCC Room,"Supplying and painting the internal plaster surfaces of walls, ceilings at various elevations with two or more coats of plastic emulsion paint conforming to IS:5411 of part 1 of approved colour including suitable priming coat, putty,scaffolding, preparation of surface, providing and installing temperory arrangements such as tarpaulin to protect equipments from damage, etc., complete at all levels to give an even shade as per specifications, drawings and as directed by the Engineer-in-Charge.",,,,,,CON47,IJ245HBL0T,VZG17SNAAE,SQM,275.53,,,LEVEL 3,INR,Supply and Application of painting the Internal surfaces with prime coat and two or more finish coats  of approved Acrylic emulsion paint,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356734,,,
CIVIL,Boiler MCC Room,"Supplying and laying 50mm thick Granolithic flooring with 6mm glass strips for panelling at various elevations, in alternate panels  in cement concrete 1:2:4 with 20mm down graded chips finished with floating coat of neat cement including all works but not limited to preparation of base, finishing, rounding corners & junctions, curing etc., including edge shuttering if necessary, with all materials complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON48,IJ245HBL0T,VZH03I50NT,SQM,656.03,,,LEVEL 3,INR,Providing and laying  50mm thick Indian Patent Stone flooring with 6mm glass strips,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356735,,,
CIVIL,Boiler MCC Room,"Providing and laying  50mm thick Granolithic flooring with ABC FLOOR HARDENER (METALIC/NON METALIC)or equivalent with 6mm glass strips for panelling at various elevations, in alternate panels  in cement concrete 1:2:4 with 20mm down graded chips finished with floating coat of neat cement including all works but not limited to preparation of base, finishing, rounding corners & junctions, curing etc., including edge shuttering if necessary, with all materials complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON48,IJ245HBL0T,NI00036988,SQM,463.24,,,LEVEL 3,INR,Providing and laying  50mm thick Granolithic flooring with ABC FLOOR HARDENER (METALIC/NON METALIC)or equivalent with 6mm glass strips,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356736,,,
CIVIL,Boiler MCC Room,"Supplying and laying acid / alkali resistant tiled  for floor, skirting, dado  as per Relevant BS / EN Code (with 25mm thick tiles from approved manufacturer) at various elevations including preparation of base laying underbed of 12mm thick acid proof mortar as per manufacturer's specifications, over three layers of bitumen (total thickness of all layers – 3mm) grade 85/25 over 12mm thick cement mortar 1:3 underbed, tiles, pointing of size 6mm x 18mm deep with CNSL mortar or equivalent including curing the joints with dilute hydrochloric acid (25% proof) as per manufacturer's specification etc., with all material and labour complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON48,IJ245HBL0T,VZH17ART25,SQM,227.97,,,LEVEL 3,INR,Providing and laying acid/alkali resistant tiles 25 mm thk for floor & dado in acid proof mortar,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356737,,,
CIVIL,Boiler MCC Room,"Supplying and laying Vitrified  tile floor, skirting / dado for operating floor and staircase at various elevations, including preparation of 12mm thick base in cement mortar 1:3, rounding pieces for corners & junctions, curing etc., and including pointing the joints neat with white cement with all materials complete as per specifications, drawings and as directed by the Engineer-in-charge.",,,,,,CON48,IJ245HBL0T,VZH34VFTFD,SQM,272.49,,,LEVEL 3,INR,Providing and laying Vitrified  tile floor,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356738,,,
CIVIL,Boiler MCC Room,"Supplying and laying machine cut, machine polished Kota stone of 25mm thick over 20mm thick base of cement mortar 1:4 for flooring, staircase,etc., complete with all materials as per drawings, specifications and as directed by the Engineer-in-charge.",,,,,,CON48,IJ245HBL0T,VZH21STFKS,SQM,128.19,,,LEVEL 3,INR,Providing and laying Kota stone of 25mm thick,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356739,,,
CIVIL,Boiler MCC Room,Single Shutter,,,,,,CON49,IJ245HBL0T,VZI01PSDSS,SQM,10,,,LEVEL 3,INR,Providing and fixing pressed steel hollow metal flush steel doors 40 mm thick Single Shutter,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356740,,,
CIVIL,Boiler MCC Room,Double Shutter,,,,,,CON49,IJ245HBL0T,VZI02PSDDS,SQM,25,,,LEVEL 3,INR,Providing and fixing pressed steel hollow metal flush steel doors 40 mm thick Double  Shutter,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356741,,,
CIVIL,Boiler MCC Room,Manually Operated,,,,,,CON49,IJ245HBL0T,VZI26RSHMN,SQM,18,,,LEVEL 3,INR,Supplying and fixing in position the Manually operated mild steel rolling shutters of approved manufacturer havingy 18 gauge sheet laths,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356742,,,
CIVIL,Boiler MCC Room,Electrically Operated,,,,,,CON49,IJ245HBL0T,VZI28RSHEL,SQM,20,,,LEVEL 3,INR,Supplying and fixing in position the Electrically operated mild steel rolling shutters of approved manufacturer havingy 18 gauge sheet laths,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356743,,,
CIVIL,Boiler MCC Room,Double leaf doors (Size > 2.50 Sq.m  and size < 5.0 Sq.m),,,,,,CON49,IJ245HBL0T,VZI57FD2DS,SQM,12,,,LEVEL 3,INR,Providing and fixing in position double shutter  hinged type fire proof doors - 2 hours rating,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356744,,,
CIVIL,Boiler MCC Room,Aluminium Doors - 6mm Tinted glass,,,,,,CON49,IJ245HBL0T,VZI71APPPG,SQM,35,,,LEVEL 3,INR,Providing and fixing in position anodised aluminium Partition with 6 mm thick Plain glass glazing,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356745,,,
CIVIL,Boiler MCC Room,Aluminium Windows - 6mm Tinted glass,,,,,,CON49,IJ245HBL0T,VZI38AWTS3,SQM,80,,,LEVEL 3,INR,Providing and fixing in position annodised  aluminium sliding windows upto three tracks with 5.5 mm toughened glass.,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356746,,,
CIVIL,Boiler MCC Room,"Supplying and fixing 30 mm thick factory made  PVC rigid  foam panelled door shutters manufacture  by M / s  Sintex made from M.S. tube of 19 gauge thickness size 19x19 mm for styles and 15x15 mm for top  and bottom rails , covered  with heat moulded PVC ""C"" channels of 5 mm thick sheet and 30x50 mm wide to form styles and 5 mm thick and 75 mm wide  PVC sheets for top rail. , lock ail and bottom rail on either side and 5 mm thick, 20 mm wide cross  PVC  sheet as gap insert for top rail and bottom rail panelling of 5 mm thick PVC sheet fitted in the  M.S. frames welded / sealed to the  styles  and rails with 5x30 mm PVC sheet beading on either  side and joined  together with solvent  cement  adhesiveetc. complete as per manufacturers specification and direction of Engineer-in-charge fixed to frames with  4 nos. M.S. powder coated butt hinges  ( For W.C. and bathroom shutters )",,,,,,CON49,IJ245HBL0T,VZI65PVCDD,SQM,15,,,LEVEL 3,INR,Providing and fixing 30 mm thick factory made  PVC rigid  foam panelled door shutters,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356747,,,
CIVIL,Boiler MCC Room,"Supplying and fixing  factory made P.V.C. door frame manufactured by M/S Sintex  of size 50x47 mm with a wall thickness  of 5 m made out of extruded 5 mm rigid PVC foam sheet mitred at corners and joined with 2 nos. of 150 mm long brackets of 15x15 mm M.S. square tube , the vertical door profilesto be reinforced  with 19x19mm  M.S. square tube of 19 gauge, EPDM rubber gasket  weather seal tjo be approved throught out the  frames .The door frame to be fixed to the wall using M.S.screws of 65 /100 mm  size complete as per  manufacture specifiction and direction  of Engineer-in-charge.",,,,,,CON49,IJ245HBL0T,VZI66PVCDF,MTR,21.01,,,LEVEL 3,INR,Providing and fixing  factory made P.V.C. Door Frame size 50x47 mm with a wall thickness  of 5 mm,Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356748,,,
CIVIL,Boiler MCC Room,"Supplying and applying Two coats of Elastomeric (of Sika lastic 450 I make or equivalent approved make), single component, aliphatic polyurethane based cold liquid applied waterproof coating system reinforced with glass fibre cloth . Complete with all respect as per direction of the engineer in charge & manufacturer instructions. Sikalastic®-450 (I) conforms to ASTM 836 - 89 Elongation at break: 900 %; Tensile Strength : 2N/mm2 in 14 days/+27deg ; water permeability passes as per IS 2645; including cutting of panels minimum after 24 hrs. of casting & filling joints/groove of size 8 mm X 8 mm at panels with Polyurethene/Polysulphide sealant, etc. complete as per drawings and as directed by Engineer-in-charge.",,,,,,CON51,IJ245HBL0T,NI00035622,SQM,646.3,,,LEVEL 3,INR,"Supplying and applying Two coats of Elastomeric (of Sika lastic 450 I make or equivalent approved make), single component,",Yes,,,,,,,,,,,,,34834,6/28/18,34834,6/28/18,34834,0A6916,0A6916,356749,,,
